Id,Probability
1,0.36878514
2,0.3485336
3,0.31069803
4,0.74754363
5,0.60210717
6,0.15418547
7,0.5033373
8,0.5515557
9,0.1273551
10,0.83511275
11,0.302531
12,0.3378604
13,0.19801795
14,0.68339205
15,0.2743507
16,0.29303598
17,0.1574913
18,0.34341717
19,0.538338
20,0.5237513
21,0.194489
22,0.07594487
23,0.15451536
24,0.8330145
25,0.4886699
26,0.32948303
27,0.7435744
28,0.09375477
29,0.28503728
30,0.6979893
31,0.34461647
32,0.16765466
33,0.2808414
34,0.29204544
35,0.82873154
36,0.4435979
37,0.46503708
38,0.26640657
39,0.36507612
40,0.51912445
41,0.83511275
42,0.7934663
43,0.37835482
44,0.13924554
45,0.56048405
46,0.10031986
47,0.06721637
48,0.17809877
49,0.37405854
50,0.15680456
51,0.24016461
52,0.21033967
53,0.18972403
54,0.41241926
55,0.368215
56,0.54756343
57,0.095588446
58,0.7677422
59,0.6188544
60,0.82276034
61,0.64197326
62,0.08943993
63,0.4111362
64,0.12582377
65,0.45331848
66,0.17645636
67,0.19839498
68,0.76044345
69,0.14560431
70,0.83511275
71,0.15673435
72,0.31492
73,0.059521914
74,0.8325082
75,0.31061277
76,0.09439203
77,0.3275772
78,0.6412885
79,0.21326715
80,0.36655593
81,0.3140391
82,0.12752447
83,0.58097726
84,0.09742218
85,0.17881185
86,0.32686186
87,0.60905963
88,0.28556877
89,0.5180859
90,0.6113486
91,0.6855135
92,0.30915293
93,0.18897822
94,0.3399117
95,0.07059768
96,0.8052769
97,0.16640711
98,0.34590816
99,0.38298798
100,0.36797118
101,0.3587157
102,0.34362316
103,0.10652813
104,0.28814358
105,0.8151792
106,0.54546046
107,0.7467623
108,0.1698404
109,0.14726064
110,0.31636673
111,0.5888979
112,0.5652384
113,0.5156039
114,0.7081298
115,0.44463125
116,0.100441694
117,0.16394943
118,0.41026098
119,0.33687854
120,0.1931482
121,0.10083163
122,0.4885612
123,0.34638208
124,0.5894033
125,0.35170108
126,0.23687845
127,0.10540393
128,0.371503
129,0.1520668
130,0.59416413
131,0.47191587
132,0.29580438
133,0.14367855
134,0.80411243
135,0.27870873
136,0.18424949
137,0.5211308
138,0.34280652
139,0.10705209
140,0.34250596
141,0.080061525
142,0.2378127
143,0.06157717
144,0.3208846
145,0.43580952
146,0.31409407
147,0.09619087
148,0.83511275
149,0.18006003
150,0.23097727
151,0.103161275
152,0.5218085
153,0.22605467
154,0.1093933
155,0.4593805
156,0.36135006
157,0.5919911
158,0.15222958
159,0.25682664
160,0.39207566
161,0.07437879
162,0.11764702
163,0.24966323
164,0.6946855
165,0.35134506
166,0.40715283
167,0.83511275
168,0.5320811
169,0.83511275
170,0.214499
171,0.0748668
172,0.36254427
173,0.35446578
174,0.21439931
175,0.2501346
176,0.737473
177,0.45874876
178,0.34201062
179,0.11837304
180,0.0760456
181,0.7755009
182,0.33110416
183,0.2696142
184,0.105093
185,0.3459171
186,0.2962941
187,0.26455382
188,0.42600277
189,0.2974403
190,0.4840047
191,0.27428198
192,0.31105566
193,0.29359925
194,0.23139715
195,0.5447873
196,0.2865426
197,0.0756233
198,0.21627495
199,0.17428592
200,0.1502356
201,0.26687536
202,0.15634769
203,0.8278027
204,0.07094115
205,0.5660487
206,0.08042231
207,0.59650576
208,0.080765486
209,0.62142193
210,0.12640852
211,0.61160845
212,0.21807629
213,0.3910885
214,0.28488857
215,0.31985044
216,0.37447482
217,0.084153354
218,0.503674
219,0.16913465
220,0.08385211
221,0.41902602
222,0.15286502
223,0.24275619
224,0.18183216
225,0.18177527
226,0.49172384
227,0.24278158
228,0.3636788
229,0.59853566
230,0.83511275
231,0.83511275
232,0.085335284
233,0.09167355
234,0.10189998
235,0.07711059
236,0.6519768
237,0.06810731
238,0.113387644
239,0.62796307
240,0.31535316
241,0.30812567
242,0.21658173
243,0.23301989
244,0.07117373
245,0.4550612
246,0.1283733
247,0.5139497
248,0.07469526
249,0.4306756
250,0.47527945
251,0.16575384
252,0.77863514
253,0.11781806
254,0.37741888
255,0.043287158
256,0.1872437
257,0.67065597
258,0.83511275
259,0.24982458
260,0.820462
261,0.3731299
262,0.35826638
263,0.05949405
264,0.45630664
265,0.39180708
266,0.4674278
267,0.7072443
268,0.36532688
269,0.6579836
270,0.107233584
271,0.058694065
272,0.43282637
273,0.26616144
274,0.27076787
275,0.08912191
276,0.24638066
277,0.06649545
278,0.2704642
279,0.25087932
280,0.24882713
281,0.83511275
282,0.5171891
283,0.376504
284,0.24915159
285,0.2442706
286,0.30543864
287,0.420303
288,0.51409996
289,0.47044012
290,0.3402067
291,0.83352935
292,0.09277865
293,0.7280826
294,0.30913955
295,0.07376444
296,0.7090842
297,0.17398453
298,0.18695748
299,0.05085942
300,0.08761981
301,0.8021402
302,0.18617731
303,0.025294721
304,0.13219249
305,0.83511275
306,0.5549076
307,0.09207371
308,0.83511275
309,0.83511275
310,0.29094446
311,0.82896024
312,0.3971302
313,0.83511275
314,0.18256745
315,0.57309943
316,0.4745129
317,0.83511275
318,0.14385545
319,0.49811876
320,0.30355453
321,0.79721296
322,0.37311155
323,0.32883453
324,0.39925435
325,0.6718887
326,0.06515545
327,0.09022656
328,0.107806146
329,0.3683455
330,0.28816825
331,0.36933511
332,0.3055069
333,0.34584332
334,0.1734848
335,0.4796152
336,0.23823005
337,0.33799607
338,0.44187313
339,0.7437866
340,0.35880417
341,0.0725863
342,0.18991435
343,0.16181463
344,0.29177892
345,0.09168556
346,0.23691142
347,0.83511275
348,0.74656814
349,0.3032747
350,0.23085216
351,0.5456612
352,0.5967703
353,0.058493227
354,0.59188706
355,0.34206402
356,0.14367777
357,0.83511275
358,0.09301156
359,0.29153505
360,0.83511275
361,0.34676078
362,0.31731582
363,0.13772035
364,0.32481444
365,0.83511275
366,0.79827136
367,0.61291915
368,0.23905814
369,0.21629435
370,0.5481207
371,0.3138329
372,0.55670285
373,0.22819614
374,0.3705197
375,0.16201875
376,0.05073136
377,0.7952492
378,0.081101686
379,0.47046617
380,0.34963202
381,0.2977295
382,0.2215654
383,0.043358296
384,0.793393
385,0.09541425
386,0.15762305
387,0.09401652
388,0.38796377
389,0.07861975
390,0.21648258
391,0.116443515
392,0.08414087
393,0.2063388
394,0.5983647
395,0.094145596
396,0.07664749
397,0.09699705
398,0.3992713
399,0.086600184
400,0.16877973
401,0.06332642
402,0.108128875
403,0.28864282
404,0.07929888
405,0.6902216
406,0.15566695
407,0.2197887
408,0.564191
409,0.46074134
410,0.19645935
411,0.44423002
412,0.5392297
413,0.71376127
414,0.33877534
415,0.21856344
416,0.10485977
417,0.5705976
418,0.7385068
419,0.29957062
420,0.39617828
421,0.20781282
422,0.2434187
423,0.43311822
424,0.08397636
425,0.21214256
426,0.07777181
427,0.18890402
428,0.071917206
429,0.5863416
430,0.27534258
431,0.83511275
432,0.09136164
433,0.40877986
434,0.42820108
435,0.33162045
436,0.44635805
437,0.45632574
438,0.7805009
439,0.17922217
440,0.56259555
441,0.44615266
442,0.27506277
443,0.56787306
444,0.031077892
445,0.26602566
446,0.8070259
447,0.18178612
448,0.807876
449,0.68383074
450,0.13828957
451,0.12880042
452,0.10150862
453,0.6647811
454,0.6481415
455,0.5118063
456,0.42363423
457,0.25401872
458,0.46505547
459,0.3527905
460,0.3736667
461,0.24632388
462,0.45259732
463,0.21540761
464,0.28287178
465,0.42479596
466,0.18287879
467,0.20219702
468,0.47669885
469,0.10201925
470,0.8326255
471,0.06682059
472,0.22842208
473,0.83511275
474,0.43321383
475,0.51762986
476,0.14909583
477,0.18845022
478,0.14845335
479,0.105716854
480,0.058845133
481,0.58973604
482,0.061572015
483,0.1275118
484,0.3546065
485,0.10333428
486,0.76471853
487,0.08592111
488,0.26286113
489,0.5584947
490,0.060479045
491,0.15024188
492,0.4819212
493,0.27220696
494,0.521438
495,0.83511275
496,0.49460122
497,0.22415906
498,0.44003052
499,0.76539713
500,0.20109668
501,0.4616808
502,0.25087237
503,0.33723006
504,0.5260582
505,0.12983972
506,0.4403352
507,0.48611757
508,0.087552726
509,0.11833826
510,0.29508388
511,0.32949483
